,city,State,Payment,lat,lng,group,start_year,reach_stage
1,Alabaster,Alabama,13603,33.2197,-86.8225,NA,2013,2
2,Alexander City,Alabama,26026,32.9242,-85.9361,NA,2012,2
3,Andalusia,Alabama,16933,31.3101,-86.4781,NA,2013,2
4,Anniston,Alabama,42136,33.6713,-85.8136,NA,2012,2
5,Ashland,Alabama,38381,33.2704,-85.8337,NA,2011,2
6,Athens,Alabama,28949,34.7847,-86.951,NA,2011,1
7,Atmore,Alabama,17299,31.0926,-87.4763,NA,2013,2
8,Bay Minette,Alabama,27009,30.893,-87.7913,NA,2013,2
9,Bessemer,Alabama,24575,33.3709,-86.9714,NA,2013,2
10,Birmingham,Alabama,167684,33.5276,-86.7988,NA,2012,2
11,Boaz,Alabama,21953,34.1985,-86.1529,NA,2012,2
12,Camden,Alabama,35436,32.0007,-87.2967,NA,2011,2
13,Centre,Alabama,27594,34.1553,-85.6707,NA,2013,2
14,Centreville,Alabama,26019,32.9597,-87.1334,NA,2011,1
15,Clanton,Alabama,9072,32.8439,-86.623,NA,2011,1
16,Cullman,Alabama,37234,34.1791,-86.8402,NA,2011,1
17,Decatur,Alabama,12106,34.573,-86.9905,NA,2013,2
18,Demopolis,Alabama,28565,32.498,-87.8298,NA,2012,1
19,Dothan,Alabama,49581,31.2336,-85.4068,NA,2012,2
20,Enterprise,Alabama,34969,31.3276,-85.8459,NA,2012,2
21,Eufaula,Alabama,40148,31.9102,-85.1505,NA,2012,2
23,Evergreen,Alabama,40334,31.4379,-86.9584,NA,2011,2
24,Fairhope,Alabama,22592,30.5221,-87.8817,NA,2012,2
25,Florala,Alabama,18551,31.0176,-86.3138,NA,2012,1
26,Florence,Alabama,27548,34.83,-87.6658,NA,2012,2
27,Foley,Alabama,33464,30.3987,-87.6646,NA,2012,2
28,Gadsden,Alabama,66290,34.009,-86.0156,NA,2012,2
29,Geneva,Alabama,29811,31.0437,-85.8764,NA,2012,2
30,Greensboro,Alabama,32314,32.7014,-87.595,NA,2011,1
31,Greenville,Alabama,38978,31.8437,-86.6379,NA,2012,2
32,Grove Hill,Alabama,34190,31.7033,-87.7759,NA,2013,2
33,Guntersville,Alabama,4246,34.3674,-86.2634,NA,2011,1
34,Haleyville,Alabama,28327,34.2349,-87.6165,NA,2012,2
35,Hamilton,Alabama,27160,34.1346,-87.9755,NA,2012,2
36,Huntsville,Alabama,26287,34.6989,-86.6414,NA,2013,2
37,Jackson,Alabama,28739,31.5318,-87.8915,NA,2013,1
38,Jacksonville,Alabama,35505,33.8088,-85.7544,NA,2012,2
39,Jasper,Alabama,23020,33.8514,-87.2719,NA,2013,2
40,Luverne,Alabama,26857,31.7186,-86.2687,NA,2011,1
41,Mobile,Alabama,106755,30.6783,-88.1162,NA,2011,2
42,Monroeville,Alabama,27279,31.5164,-87.328,NA,2013,2
43,Montgomery,Alabama,140778,32.347,-86.2663,NA,2012,2
44,Moulton,Alabama,14149,34.4844,-87.2832,NA,2012,2
45,Oneonta,Alabama,3424,33.9392,-86.4929,NA,2012,1
46,Opelika,Alabama,27626,32.6621,-85.3772,NA,2011,2
47,Opp,Alabama,25702,31.2848,-86.257,NA,2012,2
48,Ozark,Alabama,26593,31.4509,-85.6473,NA,2011,1
49,Pell City,Alabama,29972,33.5609,-86.2669,NA,2012,2
50,Phenix City,Alabama,26804,32.4587,-85.0251,NA,2012,2
51,Russellville,Alabama,26554,34.5055,-87.7282,NA,2012,2
52,Selma,Alabama,17500,32.4166,-87.0336,NA,2013,2
53,Sheffield,Alabama,7710,34.7557,-87.7008,NA,2013,1
54,Sylacauga,Alabama,27151,33.1779,-86.2606,NA,2011,1
55,Talladega,Alabama,30076,33.4329,-86.0976,NA,2013,2
56,Tallassee,Alabama,26802,32.5314,-85.8912,NA,2012,2
57,Troy,Alabama,2048,31.8021,-85.9665,NA,2011,1
58,Tuscaloosa,Alabama,20210,33.2349,-87.5267,NA,2013,2
59,Union Springs,Alabama,37800,32.1395,-85.7141,NA,2011,1
60,Valley,Alabama,3881,32.8086,-85.1792,NA,2011,1
61,Wedowee,Alabama,24427,33.3077,-85.4864,NA,2012,2
62,Winfield,Alabama,30587,33.9311,-87.797,NA,2013,2
63,York,Alabama,32851,32.4998,-88.2938,NA,2012,2
78,Apache Junction,Arizona,27967,33.3985,-111.5351,NA,2014,2
79,Benson,Arizona,37720,31.9157,-110.3257,NA,2012,2
80,Bisbee,Arizona,46241,31.4126,-109.9179,NA,2011,2
81,Bullhead City,Arizona,11099,35.1205,-114.546,NA,2013,2
82,Casa Grande,Arizona,34167,32.907,-111.7624,NA,2012,2
83,Chandler,Arizona,36728,33.2827,-111.8516,NA,2013,2
84,Cottonwood,Arizona,43341,34.7194,-112.0015,NA,2013,2
85,Douglas,Arizona,28777,31.3602,-109.5394,NA,2013,1
86,Flagstaff,Arizona,39365,35.1872,-111.6195,NA,2013,2
87,Fort Defiance,Arizona,26916,35.7469,-109.0685,NA,2012,1
89,Gilbert,Arizona,67487,33.3103,-111.7463,NA,2012,2
90,Glendale,Arizona,47078,33.5796,-112.2258,NA,2012,2
91,Globe,Arizona,5813,33.3869,-110.7514,NA,2015,2
92,Goodyear,Arizona,22341,33.2614,-112.3622,NA,2013,2
93,Kingman,Arizona,29534,35.217,-114.0105,NA,2013,2
94,Lake Havasu City,Arizona,22261,34.5006,-114.3115,NA,2012,2
95,Mesa,Arizona,129205,33.4017,-111.7181,NA,2012,2
96,Nogales,Arizona,28132,31.3624,-110.9336,NA,2012,1
97,Oro Valley,Arizona,24082,32.4223,-110.9767,NA,2013,2
98,Parker,Arizona,28663,34.0286,-114.2224,NA,2012,1
99,Payson,Arizona,37295,34.2434,-111.3195,NA,2013,2
100,Phoenix,Arizona,348017,33.5722,-112.0891,NA,2012,2
101,Prescott,Arizona,90819,34.5849,-112.4475,NA,2012,2
102,Sacaton,Arizona,14497,33.0793,-111.7683,NA,2013,1
103,San Carlos,Arizona,21198,33.35,-110.4654,NA,2013,1
104,San Tan Valley,Arizona,42901,33.1879,-111.5473,NA,2012,2
105,Scottsdale,Arizona,26706,33.6872,-111.865,NA,2013,2
106,Show Low,Arizona,24916,34.2671,-110.0384,NA,2014,2
107,Sierra Vista,Arizona,5427,31.563,-110.3153,NA,2012,1
108,Springerville,Arizona,27048,34.156,-109.2989,NA,2012,2
109,Sun City,Arizona,38922,33.6165,-112.2819,NA,2012,2
110,Sun City West,Arizona,33424,33.6693,-112.3575,NA,2012,2
112,Tucson,Arizona,127008,32.1546,-110.8782,NA,2012,2
113,Whiteriver,Arizona,30002,33.8358,-109.9616,NA,2012,2
114,Wickenburg,Arizona,10901,33.9838,-112.7664,NA,2012,1
115,Willcox,Arizona,17532,32.2514,-109.8359,NA,2012,2
116,Winslow,Arizona,13576,35.0253,-110.7098,NA,2014,1
117,Yuma,Arizona,31828,32.5991,-114.5488,NA,2012,2
118,Ashdown,Arkansas,31859,33.6746,-94.1264,NA,2013,2
119,Batesville,Arkansas,23463,35.7687,-91.6226,NA,2011,2
120,Benton,Arkansas,32767,34.577,-92.5716,NA,2012,2
121,Berryville,Arkansas,1534,36.3713,-93.5704,NA,2012,1
122,Blytheville,Arkansas,23295,35.9323,-89.9052,NA,2012,2
123,Booneville,Arkansas,12897,35.1392,-93.9179,NA,2013,1
124,Calico Rock,Arkansas,11868,36.1399,-92.1337,NA,2014,1
125,Camden,Arkansas,24816,33.5671,-92.8466,NA,2012,2
126,Clarksville,Arkansas,16559,35.4569,-93.4803,NA,2013,2
127,Clinton,Arkansas,25415,35.58,-92.4543,NA,2011,1
128,Crossett,Arkansas,27864,33.128,-91.9631,NA,2011,2
129,Danville,Arkansas,33297,35.053,-93.3902,NA,2011,2
131,De Witt,Arkansas,13025,34.2873,-91.3383,NA,2012,1
132,Dumas,Arkansas,14195,33.8848,-91.4861,NA,2012,1
133,El Dorado,Arkansas,27069,33.2184,-92.664,NA,2013,2
134,Eureka Springs,Arkansas,10220,36.4105,-93.745,NA,2014,1
135,Fayetteville,Arkansas,46951,36.0713,-94.166,NA,2011,2
136,Fort Smith,Arkansas,68027,35.3494,-94.3695,NA,2011,2
137,Harrison,Arkansas,28991,36.2437,-93.1197,NA,2012,2
138,Helena,Arkansas,36905,34.5295,-90.5918,NA,2012,2
139,Hope,Arkansas,48992,33.6682,-93.5895,NA,2013,2
140,Hot Springs,Arkansas,53154,34.4902,-93.0498,NA,2011,2
141,Jonesboro,Arkansas,34672,35.8212,-90.6795,NA,2012,2
142,Lake Village,Arkansas,1262,33.3299,-91.2847,NA,2012,1
143,Little Rock,Arkansas,116433,34.7255,-92.3581,NA,2011,2
144,Magnolia,Arkansas,40811,33.2774,-93.2261,NA,2011,2
145,Malvern,Arkansas,51306,34.3689,-92.8187,NA,2013,2
147,Mena,Arkansas,49640,34.581,-94.2374,NA,2011,2
148,Monticello,Arkansas,46839,33.6258,-91.7934,NA,2011,1
149,Morrilton,Arkansas,11226,35.1559,-92.7392,NA,2013,1
150,Mountain Home,Arkansas,12854,36.3348,-92.3847,NA,2013,2
151,Newport,Arkansas,18217,35.6234,-91.2322,NA,2013,1
152,North Little Rock,Arkansas,37300,34.7814,-92.2378,NA,2011,2
153,Ozark,Arkansas,14455,35.5001,-93.8436,NA,2012,1
154,Paragould,Arkansas,31686,36.056,-90.5147,NA,2011,2
155,Paris,Arkansas,11984,35.2899,-93.7228,NA,2012,1
156,Piggott,Arkansas,14835,36.3858,-90.2016,NA,2012,2
157,Pine Bluff,Arkansas,36826,34.2116,-92.0178,NA,2011,2
158,Pocahontas,Arkansas,30096,36.2639,-90.9699,NA,2013,2
159,Rogers,Arkansas,24820,36.3173,-94.1514,NA,2011,2
160,Russellville,Arkansas,17549,35.2761,-93.1383,NA,2013,2
161,Salem,Arkansas,22011,36.3713,-91.8247,NA,2013,2
162,Searcy,Arkansas,13913,35.2418,-91.7351,NA,2012,2
163,Siloam Springs,Arkansas,33510,36.1837,-94.5318,NA,2013,2
164,Springdale,Arkansas,21998,36.1898,-94.1573,NA,2013,2
165,Stuttgart,Arkansas,24856,34.4962,-91.5485,NA,2013,2
166,Waldron,Arkansas,14199,34.9006,-94.0943,NA,2012,1
167,Walnut Ridge,Arkansas,19563,36.0805,-90.9446,NA,2014,1
169,West Memphis,Arkansas,21681,35.1536,-90.1991,NA,2011,1
170,Wynne,Arkansas,11801,35.2325,-90.7895,NA,2012,1
171,Alhambra,California,29332,34.084,-118.1355,NA,2012,2
172,Alturas,California,25767,41.4898,-120.5516,NA,2013,2
173,Anaheim,California,146108,33.839,-117.8572,NA,2011,2
174,Antioch,California,28392,37.9789,-121.7957,NA,2011,2
175,Apple Valley,California,11501,34.5329,-117.2102,NA,2013,1
176,Arcadia,California,31016,34.1342,-118.0373,NA,2012,2
177,Arcata,California,35653,40.862,-124.0754,NA,2013,2
178,Auburn,California,13973,38.895,-121.0778,NA,2015,1
179,Avalon,California,12909,33.3338,-118.3317,NA,2011,1
180,Bakersfield,California,98659,35.353,-119.036,NA,2011,2
181,Baldwin Park,California,40900,34.0829,-117.972,NA,2011,2
182,Banning,California,39924,33.946,-116.8991,NA,2012,2
183,Barstow,California,38467,34.8655,-117.0464,NA,2013,2
184,Berkeley,California,63269,37.8723,-122.276,NA,2013,2
185,Bishop,California,13437,37.3665,-118.3958,NA,2012,2
186,Blythe,California,35031,33.6222,-114.6189,NA,2012,2
187,Brawley,California,23989,32.9783,-115.5287,NA,2012,2
188,Burbank,California,15210,34.1879,-118.3234,NA,2012,2
189,Burlingame,California,109358,37.586,-122.3669,NA,2012,2
190,Castro Valley,California,7084,37.7092,-122.0632,NA,2013,2
191,Cedarville,California,20381,41.5281,-120.1748,NA,2012,2
192,Chico,California,28028,39.7574,-121.815,NA,2012,2
193,Chino,California,15616,33.9836,-117.6653,NA,2012,2
194,Chula Vista,California,25206,32.6281,-117.0145,NA,2012,2
195,Coalinga,California,48731,36.1432,-120.3266,NA,2012,2
196,Colusa,California,45402,39.2049,-122.0095,NA,2012,2
197,Concord,California,5360,37.9722,-122.0016,NA,2014,2
198,Corona,California,19836,33.862,-117.5644,NA,2013,2
199,Coronado,California,29388,32.664,-117.16,NA,2012,2
200,Costa Mesa,California,31376,33.6667,-117.9135,NA,2012,2
201,Covina,California,24674,34.0903,-117.8817,NA,2012,2
202,Culver City,California,4520,34.0058,-118.3968,NA,2012,1
203,Daly City,California,7977,37.6863,-122.4684,NA,2013,1
204,Davis,California,10598,38.5552,-121.7365,NA,2015,1
205,Delano,California,34956,35.767,-119.2637,NA,2012,2
206,Downey,California,42066,33.9379,-118.1312,NA,2011,2
208,Escondido,California,13669,33.1347,-117.0722,NA,2013,2
209,Eureka,California,40684,40.7941,-124.1568,NA,2013,2
210,Fairfield,California,31413,38.2594,-122.0319,NA,2011,1
211,Fallbrook,California,16294,33.3693,-117.2258,NA,2013,1
212,Fontana,California,60707,34.0968,-117.4599,NA,2011,2
213,Fort Bragg,California,3335,39.4414,-123.8033,NA,2012,1
214,Fortuna,California,37436,40.5855,-124.1417,NA,2013,2
215,Fountain Valley,California,35392,33.7105,-117.9514,NA,2013,2
216,Fremont,California,6664,37.5265,-121.9852,NA,2014,2
217,Fresno,California,173220,36.7834,-119.7941,NA,2011,2
218,Fullerton,California,37080,33.8841,-117.9279,NA,2012,2
219,Garberville,California,11656,40.1003,-123.7948,NA,2015,1
220,Garden Grove,California,29098,33.7787,-117.9601,NA,2012,2
221,Gardena,California,34586,33.8944,-118.3073,NA,2012,2
222,Glendale,California,68779,34.1818,-118.2468,NA,2012,2
223,Glendora,California,41304,34.1449,-117.8468,NA,2012,2
224,Grass Valley,California,31104,39.2237,-121.0521,NA,2013,2
225,Greenbrae,California,21620,37.9485,-122.5247,NA,2013,2
226,Gridley,California,16665,39.3622,-121.6971,NA,2012,1
227,Hanford,California,26300,36.326,-119.654,NA,2013,2
229,Hawaiian Gardens,California,30625,33.8303,-118.0728,NA,2013,2
230,Hayward,California,63173,37.6328,-122.0772,NA,2011,2
231,Healdsburg,California,12563,38.6229,-122.8651,NA,2015,1
232,Hemet,California,28319,33.7341,-116.9969,NA,2013,2
233,Hollister,California,32823,36.8563,-121.3981,NA,2012,2
234,Hollywood,California,19786,34.0983,-118.3267,NA,2013,2
235,Huntington Beach,California,25646,33.696,-118.0025,NA,2012,2
236,Huntington Park,California,32124,33.98,-118.2167,NA,2012,2
237,Inglewood,California,29075,33.9566,-118.3444,NA,2012,2
238,Irvine,California,32508,33.6772,-117.7738,NA,2013,2
239,Jackson,California,12960,38.3485,-120.7728,NA,2015,1
240,La Mesa,California,17230,32.7703,-117.0204,NA,2012,2
242,Laguna Hills,California,14669,33.592,-117.6992,NA,2013,2
243,Lake Isabella,California,22709,35.6378,-118.4819,NA,2012,2
244,Lakewood,California,23074,33.8471,-118.1221,NA,2013,2
245,Lancaster,California,24644,34.6934,-118.1753,NA,2013,2
246,Lodi,California,32831,38.1218,-121.2932,NA,2011,2
247,Loma Linda,California,18329,34.0448,-117.2503,NA,2013,2
248,Lompoc,California,26977,34.6618,-120.4714,NA,2013,2
249,Lone Pine,California,1351,36.5774,-118.0777,NA,2012,1
250,Long Beach,California,53195,33.8059,-118.161,NA,2012,2
251,Los Alamitos,California,11974,33.7972,-118.0594,NA,2013,2
252,Los Angeles,California,454909,34.1139,-118.4068,NA,2011,2
253,Lynwood,California,35132,33.924,-118.2017,NA,2012,2
254,Madera,California,47590,36.964,-120.0803,NA,2013,2
255,Mammoth Lakes,California,18478,37.6273,-118.99,NA,2012,1
256,Manteca,California,66657,37.7938,-121.227,NA,2011,2
258,Mariposa,California,16632,37.4873,-119.9682,NA,2012,2
259,Martinez,California,28983,37.9985,-122.116,NA,2013,2
260,Marysville,California,23829,39.1518,-121.5836,NA,2012,2
261,Mission Hills,California,12809,34.6861,-120.4404,NA,2012,2
262,Mission Viejo,California,26081,33.6095,-117.6551,NA,2012,2
263,Modesto,California,50631,37.6374,-121.0028,NA,2012,2
264,Montclair,California,35733,34.0714,-117.6981,NA,2012,2
265,Montebello,California,43110,34.0155,-118.1108,NA,2012,2
266,Monterey,California,23284,36.5922,-121.8807,NA,2011,2
267,Monterey Park,California,67186,34.0497,-118.1325,NA,2012,2
268,Moreno Valley,California,44368,33.9244,-117.2045,NA,2013,2
269,Mountain View,California,21311,37.4,-122.0796,NA,2012,1
270,Murrieta,California,30752,33.5719,-117.1909,NA,2013,2
271,Napa,California,30998,38.2977,-122.3011,NA,2012,2
272,National City,California,20828,32.6654,-117.0983,NA,2012,2
273,Needles,California,13448,34.816,-114.6192,NA,2013,1
274,Norwalk,California,40341,33.9069,-118.0829,NA,2012,2
275,Oakdale,California,49192,37.7616,-120.847,NA,2012,2
276,Oakland,California,86398,37.7903,-122.2165,NA,2011,2
277,Oceanside,California,28475,33.2247,-117.3083,NA,2012,2
278,Orange,California,87214,33.8038,-117.8219,NA,2012,2
279,Oroville,California,33193,39.4999,-121.5634,NA,2011,1
280,Palm Springs,California,20797,33.8013,-116.5381,NA,2012,2
281,Palmdale,California,22253,34.5944,-118.1057,NA,2013,2
283,Paradise,California,21290,39.7558,-121.6063,NA,2013,2
284,Placentia,California,26217,33.8807,-117.8553,NA,2012,2
285,Placerville,California,20593,38.7309,-120.7979,NA,2013,2
286,Porterville,California,41333,36.0644,-119.0337,NA,2012,2
287,Portola,California,41711,39.8241,-120.4733,NA,2011,2
288,Poway,California,25910,32.9871,-117.0201,NA,2013,2
289,Quincy,California,13115,39.931,-120.9548,NA,2013,2
290,Rancho Mirage,California,35274,33.7626,-116.4273,NA,2012,2
291,Redding,California,21105,40.5698,-122.365,NA,2012,2
292,Redlands,California,27355,34.0512,-117.171,NA,2013,2
293,Redwood City,California,30516,37.5026,-122.2252,NA,2011,2
294,Reedley,California,17334,36.5983,-119.4473,NA,2014,2
295,Ridgecrest,California,30057,35.6308,-117.6621,NA,2012,1
296,Riverside,California,118556,33.9381,-117.3948,NA,2011,2
297,Roseville,California,21900,38.7691,-121.3178,NA,2012,2
298,Sacramento,California,130034,38.5667,-121.4683,NA,2011,2
299,Saint Helena,California,16327,38.5044,-122.4681,NA,2012,2
300,Salinas,California,65804,36.6881,-121.6316,NA,2012,2
301,San Andreas,California,15469,38.1912,-120.6763,NA,2013,1
302,San Bernardino,California,40576,34.1412,-117.2936,NA,2013,2
303,San Diego,California,139749,32.8312,-117.1226,NA,2011,2
304,San Dimas,California,26522,34.1082,-117.809,NA,2012,2
305,San Francisco,California,728210,37.7562,-122.443,NA,2011,2
306,San Gabriel,California,20673,34.0948,-118.099,NA,2013,2
307,San Jose,California,173010,37.3018,-121.8485,NA,2011,2
308,San Leandro,California,12609,37.7071,-122.1601,NA,2015,1
309,San Luis Obispo,California,45284,35.2671,-120.6689,NA,2012,2
310,San Mateo,California,9969,37.5522,-122.3122,NA,2013,1
311,San Pablo,California,4508,37.9628,-122.3425,NA,2012,1
313,San Rafael,California,32797,37.9905,-122.5222,NA,2011,2
314,San Ramon,California,49198,37.7625,-121.9365,NA,2012,2
315,Santa Ana,California,67903,33.7366,-117.8819,NA,2013,2
316,Santa Barbara,California,37442,34.4285,-119.7202,NA,2013,2
317,Santa Clara,California,27013,37.3646,-121.9679,NA,2011,2
318,Santa Monica,California,14407,34.0232,-118.4813,NA,2013,2
319,Santa Rosa,California,41172,38.4465,-122.706,NA,2011,2
320,Sebastopol,California,1836,38.4001,-122.8277,NA,2013,1
322,Simi Valley,California,28219,34.2663,-118.749,NA,2012,2
323,Solvang,California,17476,34.5936,-120.1401,NA,2013,2
324,Sonoma,California,35763,38.2902,-122.4598,NA,2012,2
325,Sonora,California,30247,37.9819,-120.3828,NA,2012,2
326,South El Monte,California,34027,34.0493,-118.0484,NA,2013,2
327,South Lake Tahoe,California,45682,38.9393,-119.9828,NA,2013,2
328,South San Francisco,California,28961,37.6536,-122.4197,NA,2011,2
329,Stanford,California,27155,37.4252,-122.1674,NA,2011,2
330,Stockton,California,18299,37.9766,-121.3112,NA,2012,2
332,Susanville,California,7984,40.4206,-120.6129,NA,2012,1
334,Temecula,California,15788,33.4928,-117.1314,NA,2014,2
335,Templeton,California,26770,35.556,-120.7182,NA,2012,2
336,Thousand Oaks,California,27541,34.1914,-118.8755,NA,2011,2
337,Torrance,California,43774,33.8346,-118.3417,NA,2011,2
338,Truckee,California,3716,39.3454,-120.1848,NA,2015,1
339,Tulare,California,7847,36.1996,-119.34,NA,2016,2
340,Turlock,California,33027,37.5053,-120.8588,NA,2013,2
341,Ukiah,California,37104,39.1462,-123.2104,NA,2012,2
342,Upland,California,34851,34.1178,-117.6603,NA,2011,1
343,Vacaville,California,73792,38.3592,-121.9686,NA,2011,2
345,Vallejo,California,51925,38.1133,-122.2359,NA,2011,2
347,Ventura,California,81805,34.2783,-119.2932,NA,2012,2
348,Victorville,California,53315,34.5277,-117.3537,NA,2012,2
349,Visalia,California,14972,36.3273,-119.3264,NA,2013,2
350,Walnut Creek,California,29780,37.9025,-122.0398,NA,2011,2
351,Watsonville,California,25863,36.9205,-121.7706,NA,2013,2
352,West Covina,California,27513,34.0555,-117.9113,NA,2012,1
354,Whittier,California,72077,33.9678,-118.0188,NA,2011,2
355,Willows,California,4570,39.5147,-122.1992,NA,2013,1
357,Yreka,California,9897,41.7292,-122.6311,NA,2015,1
358,Yuba City,California,27330,39.1357,-121.6381,NA,2013,2
359,Alamosa,Colorado,46406,37.4755,-105.877,NA,2013,2
360,Aurora,Colorado,33998,39.7084,-104.7274,NA,2011,2
361,Boulder,Colorado,29058,40.0249,-105.2523,NA,2012,2
362,Brighton,Colorado,43755,39.9714,-104.7966,NA,2012,2
363,Brush,Colorado,8252,40.2581,-103.6321,NA,2012,1
364,Burlington,Colorado,24448,39.3045,-102.2714,NA,2013,1
365,Cheyenne Wells,Colorado,25801,38.8192,-102.3521,NA,2012,2
366,Colorado Springs,Colorado,6465,38.8674,-104.7606,NA,2012,2
367,Cortez,Colorado,10659,37.3502,-108.577,NA,2012,2
368,Craig,Colorado,27883,40.517,-107.5558,NA,2012,2
369,Del Norte,Colorado,30842,37.6784,-106.3539,NA,2012,2
370,Delta,Colorado,49133,38.7561,-108.0773,NA,2013,2
371,Denver,Colorado,130419,39.7621,-104.8759,NA,2011,2
372,Durango,Colorado,36922,37.2744,-107.8701,NA,2012,2
373,Eads,Colorado,16168,38.4813,-102.7798,NA,2012,2
374,Englewood,Colorado,26850,39.6468,-104.9942,NA,2011,2
375,Estes Park,Colorado,13109,40.3702,-105.5222,NA,2014,1
376,Fort Collins,Colorado,35821,40.5479,-105.0658,NA,2012,2
377,Fort Morgan,Colorado,37293,40.2549,-103.7913,NA,2013,2
378,Fruita,Colorado,4018,39.154,-108.7285,NA,2012,2
379,Glenwood Springs,Colorado,22773,39.5459,-107.3348,NA,2013,2
380,Grand Junction,Colorado,54121,39.0878,-108.5673,NA,2012,2
381,Greeley,Colorado,22393,40.415,-104.7696,NA,2012,2
382,Gunnison,Colorado,31309,38.5455,-106.9226,NA,2013,2
383,Haxtun,Colorado,43771,40.6415,-102.6295,NA,2012,2
384,Holyoke,Colorado,20124,40.5826,-102.2985,NA,2013,2
385,Hugo,Colorado,20276,39.1361,-103.4735,NA,2012,1
386,Julesburg,Colorado,11559,40.9851,-102.2626,NA,2012,2
387,Kremmling,Colorado,24213,40.0565,-106.3782,NA,2012,2
388,La Junta,Colorado,16079,37.9797,-103.5473,NA,2013,1
389,Lafayette,Colorado,23289,39.9949,-105.0997,NA,2011,2
390,Lamar,Colorado,14101,38.0739,-102.6155,NA,2013,1
391,Leadville,Colorado,10601,39.2467,-106.2935,NA,2014,1
393,Longmont,Colorado,20550,40.1691,-105.0996,NA,2013,2
394,Louisville,Colorado,35135,39.9709,-105.1441,NA,2012,2
395,Loveland,Colorado,26830,40.4167,-105.0621,NA,2012,2
397,Meeker,Colorado,8094,40.0498,-107.8952,NA,2012,1
398,Montrose,Colorado,36636,38.4689,-107.8594,NA,2011,2
399,Pagosa Springs,Colorado,4656,37.2675,-107.0301,NA,2014,1
400,Pueblo,Colorado,45239,38.2701,-104.6131,NA,2012,2
401,Rangely,Colorado,1680,40.0864,-108.7774,NA,2013,1
402,Rifle,Colorado,10841,39.5361,-107.772,NA,2013,1
403,Salida,Colorado,8054,38.53,-105.9983,NA,2011,1
404,Springfield,Colorado,24421,37.4049,-102.6189,NA,2012,1
405,Steamboat Springs,Colorado,38750,40.4774,-106.8233,NA,2012,2
406,Sterling,Colorado,37282,40.6207,-103.1919,NA,2012,2
407,Thornton,Colorado,24238,39.9205,-104.9443,NA,2011,2
408,Vail,Colorado,28358,39.6386,-106.3608,NA,2013,2
409,Walsenburg,Colorado,38701,37.6306,-104.7817,NA,2011,1
410,Wheat Ridge,Colorado,24818,39.7728,-105.1031,NA,2011,2
411,Wray,Colorado,24953,40.0799,-102.2278,NA,2012,1
412,Yuma,Colorado,13857,40.1239,-102.7164,NA,2013,1
413,Bridgeport,Connecticut,47845,41.1909,-73.1958,NA,2012,2
414,Bristol,Connecticut,33595,41.6812,-72.9407,NA,2011,2
415,Danbury,Connecticut,31143,41.4016,-73.471,NA,2011,2
416,Derby,Connecticut,33920,41.3265,-73.0833,NA,2011,2
418,Greenwich,Connecticut,24026,41.0252,-73.6298,NA,2012,2
419,Hartford,Connecticut,50298,41.7661,-72.6834,NA,2012,2
420,Manchester,Connecticut,32705,41.7801,-72.5192,NA,2012,2
421,Meriden,Connecticut,10555,41.5367,-72.7943,NA,2012,1
422,Middletown,Connecticut,29023,41.5476,-72.6549,NA,2012,2
423,Milford,Connecticut,29065,41.2223,-73.0565,NA,2011,1
424,New Britain,Connecticut,29607,41.6758,-72.7862,NA,2012,2
425,New Haven,Connecticut,14158,41.3112,-72.9245,NA,2013,2
426,Norwalk,Connecticut,30680,41.1144,-73.4215,NA,2012,2
427,Norwich,Connecticut,39307,41.5495,-72.0882,NA,2012,2
428,Putnam,Connecticut,39927,41.9198,-71.9088,NA,2012,2
429,Sharon,Connecticut,26622,41.8785,-73.472,NA,2012,2
430,Stamford,Connecticut,23102,41.1036,-73.5583,NA,2012,2
431,Torrington,Connecticut,22488,41.8349,-73.1282,NA,2013,2
434,Waterbury,Connecticut,38084,41.5583,-73.0361,NA,2012,2
435,Willimantic,Connecticut,6111,41.7153,-72.2173,NA,2012,1
436,Dover,Delaware,34593,39.1603,-75.5203,NA,2013,2
437,Lewes,Delaware,7222,38.7784,-75.1455,NA,2014,2
438,Seaford,Delaware,32811,38.6539,-75.6117,NA,2011,2
439,Wilmington,Delaware,19401,39.7415,-75.5413,NA,2013,2
441,Apalachicola,Florida,9228,29.7282,-84.994,NA,2015,1
442,Arcadia,Florida,26341,27.2213,-81.8587,NA,2012,2
443,Atlantis,Florida,36258,26.5961,-80.1031,NA,2011,2
444,Aventura,Florida,22051,25.9566,-80.1371,NA,2011,2
445,Bartow,Florida,29961,27.8862,-81.8212,NA,2012,2
446,Belle Glade,Florida,42704,26.6918,-80.6667,NA,2012,2
447,Blountstown,Florida,25611,30.443,-85.0454,NA,2012,2
448,Boca Raton,Florida,63033,26.3749,-80.1077,NA,2012,2
449,Boynton Beach,Florida,41338,26.5282,-80.0811,NA,2011,2
450,Bradenton,Florida,62710,27.49,-82.5743,NA,2012,2
451,Cape Coral,Florida,28302,26.6444,-81.9956,NA,2013,2
452,Chipley,Florida,28756,30.7755,-85.5405,NA,2011,2
453,Clearwater,Florida,43677,27.9786,-82.7622,NA,2013,2
454,Clermont,Florida,7545,28.5403,-81.7296,NA,2013,2
455,Clewiston,Florida,6316,26.7532,-80.9399,NA,2012,1
456,Coral Gables,Florida,44152,25.7037,-80.2715,NA,2012,2
457,Crestview,Florida,34279,30.7479,-86.5785,NA,2012,2
